QGC WPL 110
0	1	0	16	0	1	0	0	-20.3953610447	-43.5131230782	0	1
1	0	10	22	0	1	0	0	-20.3953610447	-43.5131230782	10	1
2	0	10	115	0	1	0	0	-20.3953610447	-43.5131230782	10	1
3	0	10	16	0	1	0	0	-20.3953610447	-43.5131230782	10	1
4	0	10	16	0	1	0	0	-20.3953560166	-43.5131043027	10	1
5	0	10	16	0	1	0	0	-20.3953786432	-43.5131043027	10	1
6	0	10	16	0	1	0	0	-20.3954012697	-43.5131043027	10	1
7	0	10	16	0	1	0	0	-20.3954641212	-43.5130855273	10	1
8	0	10	16	0	1	0	0	-20.3954414947	-43.5130855273	10	1
9	0	10	16	0	1	0	0	-20.3954188681	-43.5130855273	10	1
10	0	10	16	0	1	0	0	-20.3953962416	-43.5130855273	10	1
11	0	10	16	0	1	0	0	-20.395373615	-43.5130855273	10	1
12	0	10	16	0	1	0	0	-20.3953509885	-43.5130855273	10	1
13	0	10	16	0	1	0	0	-20.3953459604	-43.5130667518	10	1
14	0	10	16	0	1	0	0	-20.3953685869	-43.5130667518	10	1
15	0	10	16	0	1	0	0	-20.3953912135	-43.5130667518	10	1
16	0	10	16	0	1	0	0	-20.39541384	-43.5130667518	10	1
17	0	10	16	0	1	0	0	-20.3954364666	-43.5130667518	10	1
18	0	10	16	0	1	0	0	-20.3954590931	-43.5130667518	10	1
19	0	10	16	0	1	0	0	-20.3954817197	-43.5130667518	10	1
20	0	10	16	0	1	0	0	-20.3955043462	-43.5130667518	10	1
21	0	10	16	0	1	0	0	-20.3955420571	-43.5130479763	10	1
22	0	10	16	0	1	0	0	-20.3955194305	-43.5130479763	10	1
23	0	10	16	0	1	0	0	-20.395496804	-43.5130479763	10	1
24	0	10	16	0	1	0	0	-20.3954741775	-43.5130479763	10	1
25	0	10	16	0	1	0	0	-20.3954515509	-43.5130479763	10	1
26	0	10	16	0	1	0	0	-20.3954289244	-43.5130479763	10	1
27	0	10	16	0	1	0	0	-20.3954062978	-43.5130479763	10	1
28	0	10	16	0	1	0	0	-20.3953836713	-43.5130479763	10	1
29	0	10	16	0	1	0	0	-20.3953610447	-43.5130479763	10	1
30	0	10	16	0	1	0	0	-20.3953384182	-43.5130479763	10	1
31	0	10	16	0	1	0	0	-20.39533339	-43.5130292009	10	1
32	0	10	16	0	1	0	0	-20.3953560166	-43.5130292009	10	1
33	0	10	16	0	1	0	0	-20.3953786432	-43.5130292009	10	1
34	0	10	16	0	1	0	0	-20.3954012697	-43.5130292009	10	1
35	0	10	16	0	1	0	0	-20.3954238963	-43.5130292009	10	1
36	0	10	16	0	1	0	0	-20.3954465228	-43.5130292009	10	1
37	0	10	16	0	1	0	0	-20.3954691494	-43.5130292009	10	1
38	0	10	16	0	1	0	0	-20.3954917759	-43.5130292009	10	1
39	0	10	16	0	1	0	0	-20.3955144024	-43.5130292009	10	1
40	0	10	16	0	1	0	0	-20.395537029	-43.5130292009	10	1
41	0	10	16	0	1	0	0	-20.3955596555	-43.5130292009	10	1
42	0	10	16	0	1	0	0	-20.395582282	-43.5130292009	10	1
43	0	10	16	0	1	0	0	-20.3955998804	-43.5130077432	10	1
44	0	10	16	0	1	0	0	-20.3955772539	-43.5130077432	10	1
45	0	10	16	0	1	0	0	-20.3955546274	-43.5130077432	10	1
46	0	10	16	0	1	0	0	-20.3955320008	-43.5130077432	10	1
47	0	10	16	0	1	0	0	-20.3955093743	-43.5130077432	10	1
48	0	10	16	0	1	0	0	-20.3954867478	-43.5130077432	10	1
49	0	10	16	0	1	0	0	-20.3954641212	-43.5130077432	10	1
50	0	10	16	0	1	0	0	-20.3954414947	-43.5130077432	10	1
51	0	10	16	0	1	0	0	-20.3954188681	-43.5130077432	10	1
52	0	10	16	0	1	0	0	-20.3953962416	-43.5130077432	10	1
53	0	10	16	0	1	0	0	-20.395373615	-43.5130077432	10	1
54	0	10	16	0	1	0	0	-20.3953509885	-43.5130077432	10	1
55	0	10	16	0	1	0	0	-20.3953283619	-43.5130077432	10	1
56	0	10	16	0	1	0	0	-20.3953233338	-43.5129889677	10	1
57	0	10	16	0	1	0	0	-20.3953459604	-43.5129889677	10	1
58	0	10	16	0	1	0	0	-20.3953685869	-43.5129889677	10	1
59	0	10	16	0	1	0	0	-20.3953912135	-43.5129889677	10	1
60	0	10	16	0	1	0	0	-20.39541384	-43.5129889677	10	1
61	0	10	16	0	1	0	0	-20.3954364666	-43.5129889677	10	1
62	0	10	16	0	1	0	0	-20.3954590931	-43.5129889677	10	1
63	0	10	16	0	1	0	0	-20.3954817197	-43.5129889677	10	1
64	0	10	16	0	1	0	0	-20.3955043462	-43.5129889677	10	1
65	0	10	16	0	1	0	0	-20.3955269727	-43.5129889677	10	1
66	0	10	16	0	1	0	0	-20.3955495993	-43.5129889677	10	1
67	0	10	16	0	1	0	0	-20.3955722258	-43.5129889677	10	1
68	0	10	16	0	1	0	0	-20.3955948523	-43.5129889677	10	1
69	0	10	16	0	1	0	0	-20.3956099367	-43.5129701923	10	1
70	0	10	16	0	1	0	0	-20.3955873101	-43.5129701923	10	1
71	0	10	16	0	1	0	0	-20.3955646836	-43.5129701923	10	1
72	0	10	16	0	1	0	0	-20.3955420571	-43.5129701923	10	1
73	0	10	16	0	1	0	0	-20.3955194305	-43.5129701923	10	1
74	0	10	16	0	1	0	0	-20.395496804	-43.5129701923	10	1
75	0	10	16	0	1	0	0	-20.3954741775	-43.5129701923	10	1
76	0	10	16	0	1	0	0	-20.3954515509	-43.5129701923	10	1
77	0	10	16	0	1	0	0	-20.3954289244	-43.5129701923	10	1
78	0	10	16	0	1	0	0	-20.3954062978	-43.5129701923	10	1
79	0	10	16	0	1	0	0	-20.3953836713	-43.5129701923	10	1
80	0	10	16	0	1	0	0	-20.3953610447	-43.5129701923	10	1
81	0	10	16	0	1	0	0	-20.3953384182	-43.5129701923	10	1
82	0	10	16	0	1	0	0	-20.3953157916	-43.5129701923	10	1
83	0	10	16	0	1	0	0	-20.3953107635	-43.5129514168	10	1
84	0	10	16	0	1	0	0	-20.39533339	-43.5129514168	10	1
85	0	10	16	0	1	0	0	-20.3953560166	-43.5129514168	10	1
86	0	10	16	0	1	0	0	-20.3953786432	-43.5129514168	10	1
87	0	10	16	0	1	0	0	-20.3954012697	-43.5129514168	10	1
